user_id,item_id
216,"[1, 0, 0, 4, 0, 6, 7, 0, 0, 10, 11, 0, 0, 0, 15, 0, 17, 0, 19, 20]"
217,"[0, 2, 3, 0, 0, 0, 7, 8, 0, 0, 11, 12, 13, 14, 0, 0, 17, 18, 0, 0]"
218,"[0, 2, 0, 0, 0, 0, 0, 0, 9, 0, 11, 0, 0, 14, 0, 0, 0, 18, 0, 20]"
219,"[1, 0, 0, 4, 0, 0, 0, 8, 0, 0, 11, 0, 0, 0, 0, 16, 0, 18, 0, 0]"
220,"[0, 0, 0, 4, 5, 0, 7, 8, 0, 0, 11, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
221,"[0, 2, 0, 0, 5, 6, 0, 8, 9, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0]"
222,"[1, 2, 3, 4, 0, 0, 0, 8, 9, 0, 11, 0, 0, 14, 0, 0, 0, 18, 19, 0]"
223,"[0, 0, 3, 4, 0, 0, 0, 0, 9, 0, 0, 0, 13, 14, 0, 16, 0, 18, 19, 0]"
224,"[0, 0, 3, 4, 5, 6, 7, 8, 0, 0, 11, 0, 0, 14, 15, 16, 17, 18, 0, 20]"
225,"[0, 0, 3, 4, 0, 0, 0, 0, 9, 10, 0, 12, 0, 0, 0, 0, 17, 0, 19, 0]"
226,"[0, 0, 0, 4, 0, 6, 0, 0, 0, 0, 11, 0, 13, 14, 0, 0, 0, 18, 0, 20]"
227,"[1, 0, 3, 4, 0, 0, 0, 0, 9, 0, 0, 0, 13, 0, 0, 16, 17, 18, 0, 0]"
228,"[0, 0, 0, 4, 5, 6, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 18, 0, 20]"
229,"[1, 2, 3, 0, 5, 0, 0, 0, 9, 0, 11, 0, 0, 0, 0, 0, 0, 0, 19, 20]"
230,"[1, 2, 3, 4, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
231,"[1, 0, 0, 4, 0, 0, 7, 0, 0, 0, 0, 12, 0, 14, 0, 0, 0, 0, 19, 0]"
232,"[0, 2, 3, 0, 5, 0, 0, 8, 0, 10, 11, 0, 13, 14, 0, 0, 17, 18, 19, 0]"
233,"[1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 16, 17, 0, 19, 0]"
234,"[0, 2, 3, 4, 0, 6, 7, 0, 0, 0, 0, 0, 0, 14, 15, 0, 0, 0, 0, 20]"
235,"[1, 2, 3, 0, 0, 0, 0, 0, 9, 0, 0, 12, 0, 14, 0, 0, 0, 0, 0, 0]"
236,"[1, 0, 3, 4, 5, 0, 7, 0, 0, 10, 0, 0, 0, 14, 15, 16, 0, 18, 0, 0]"
237,"[1, 0, 3, 0, 5, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 17, 0, 0, 20]"
238,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 15, 0, 0, 18, 0, 20]"
239,"[0, 0, 3, 4, 0, 6, 7, 0, 9, 0, 0, 0, 0, 0, 15, 0, 0, 0, 19, 0]"
240,"[0, 0, 3, 4, 0, 6, 7, 0, 0, 10, 0, 0, 13, 0, 15, 0, 0, 0, 19, 0]"
241,"[1, 2, 0, 0, 0, 0, 7, 8, 9, 0, 0, 0, 0, 14, 0, 16, 17, 18, 0, 20]"
242,"[1, 2, 0, 0, 0, 0, 7, 8, 9, 10, 0, 12, 0, 14, 0, 0, 0, 0, 19, 20]"
243,"[0, 2, 0, 0, 5, 0, 7, 0, 9, 0, 11, 12, 13, 0, 0, 16, 17, 18, 0, 0]"
244,"[0, 2, 0, 0, 0, 0, 7, 8, 0, 10, 0, 0, 0, 0, 0, 0, 17, 18, 19, 0]"
245,"[0, 2, 3, 4, 5, 0, 7, 8, 0, 0, 11, 0, 13, 14, 0, 0, 0, 0, 0, 0]"
246,"[0, 0, 3, 0, 0, 0, 7, 8, 9, 0, 11, 0, 13, 0, 15, 16, 0, 0, 0, 0]"
247,"[1, 2, 3, 0, 5, 0, 7, 0, 0, 0, 11, 0, 0, 0, 0, 0, 17, 0, 0, 20]"
248,"[1, 0, 0, 4, 5, 0, 7, 0, 9, 0, 11, 12, 13, 0, 0, 16, 0, 18, 19, 20]"
249,"[1, 2, 0, 0, 5, 0, 0, 8, 9, 0, 0, 0, 0, 0, 15, 16, 17, 0, 0, 0]"
250,"[1, 0, 0, 0, 0, 6, 7, 0, 9, 10, 11, 12, 0, 0, 15, 0, 17, 0, 0, 20]"
251,"[0, 0, 3, 4, 5, 0, 7, 8, 0, 0, 11, 0, 0, 14, 0, 0, 0, 18, 0, 20]"
252,"[0, 0, 0, 4, 0, 6, 7, 0, 9, 0, 0, 0, 0, 0, 0, 16, 0, 18, 19, 20]"
253,"[0, 0, 0, 0, 5, 6, 7, 0, 9, 0, 0, 12, 13, 0, 0, 16, 0, 0, 0, 0]"
254,"[0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 14, 0, 0, 17, 0, 19, 0]"
255,"[0, 0, 0, 4, 0, 0, 7, 0, 9, 0, 0, 0, 13, 0, 15, 16, 17, 0, 19, 0]"
256,"[1, 2, 3, 0, 5, 6, 0, 8, 0, 10, 0, 12, 13, 14, 15, 0, 0, 0, 0, 0]"
257,"[0, 2, 3, 0, 5, 6, 0, 8, 0, 0, 11, 12, 0, 0, 0, 16, 17, 0, 0, 20]"
258,"[0, 0, 0, 0, 0, 6, 0, 8, 0, 10, 11, 0, 0, 0, 0, 16, 17, 18, 0, 0]"
259,"[1, 2, 0, 4, 0, 0, 0, 8, 0, 0, 0, 12, 0, 0, 0, 16, 0, 0, 0, 0]"
260,"[0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 12, 13, 0, 0, 0, 17, 18, 0, 0]"
261,"[1, 2, 0, 0, 5, 0, 7, 0, 0, 0, 0, 0, 0, 14, 0, 0, 17, 18, 0, 20]"
262,"[1, 2, 3, 0, 0, 0, 7, 8, 9, 0, 0, 0, 13, 14, 0, 0, 17, 18, 19, 0]"
263,"[1, 0, 3, 4, 0, 6, 7, 0, 9, 10, 0, 0, 13, 14, 15, 0, 0, 0, 0, 0]"
264,"[1, 0, 3, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 14, 0, 0, 17, 0, 0, 20]"
265,"[0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 0, 0, 16, 17, 0, 0, 20]"
266,"[0, 2, 0, 0, 0, 0, 0, 0, 9, 0, 11, 0, 13, 0, 15, 0, 0, 0, 0, 20]"
267,"[0, 2, 0, 0, 5, 6, 7, 0, 0, 0, 11, 0, 0, 14, 15, 0, 0, 0, 19, 0]"
268,"[0, 0, 0, 4, 5, 0, 0, 8, 0, 0, 0, 0, 13, 14, 15, 0, 17, 0, 19, 20]"
269,"[0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 14, 15, 0, 17, 18, 19, 20]"
270,"[0, 0, 3, 0, 0, 0, 0, 8, 0, 10, 0, 0, 13, 0, 15, 16, 0, 0, 19, 0]"
271,"[0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 18, 19, 0]"
272,"[0, 2, 0, 4, 5, 0, 7, 0, 0, 0, 0, 0, 0, 0, 15, 16, 0, 0, 19, 20]"
273,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 10, 11, 0, 0, 14, 0, 16, 0, 0, 0, 20]"
274,"[0, 0, 0, 0, 5, 6, 0, 8, 9, 0, 11, 0, 0, 0, 0, 16, 0, 18, 0, 0]"
275,"[1, 0, 3, 0, 5, 0, 0, 8, 0, 10, 11, 0, 0, 0, 15, 16, 17, 0, 0, 0]"
276,"[1, 2, 0, 4, 5, 6, 7, 0, 0, 0, 0, 12, 13, 14, 0, 16, 0, 18, 19, 20]"
277,"[1, 0, 0, 0, 5, 6, 7, 8, 0, 0, 11, 0, 13, 14, 0, 0, 0, 0, 19, 20]"
278,"[0, 2, 3, 4, 5, 0, 7, 0, 0, 0, 0, 12, 0, 14, 15, 0, 0, 18, 0, 0]"
279,"[0, 2, 3, 4, 5, 6, 0, 8, 9, 10, 0, 0, 13, 0, 0, 0, 17, 18, 19, 0]"
280,"[0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 20]"
281,"[0, 0, 0, 4, 5, 0, 0, 0, 9, 10, 11, 0, 0, 0, 15, 16, 0, 0, 19, 20]"
282,"[1, 0, 0, 0, 0, 0, 0, 8, 9, 10, 0, 0, 13, 0, 15, 16, 0, 0, 0, 20]"
283,"[0, 0, 0, 4, 0, 6, 7, 8, 0, 0, 0, 0, 0, 14, 0, 16, 17, 0, 0, 0]"
284,"[0, 0, 0, 0, 5, 6, 0, 0, 0, 10, 0, 0, 0, 14, 15, 0, 0, 18, 0, 0]"
285,"[1, 0, 0, 0, 5, 0, 7, 0, 9, 10, 0, 0, 0, 0, 15, 0, 0, 0, 0, 20]"
286,"[0, 2, 0, 4, 0, 0, 7, 0, 0, 10, 0, 0, 0, 14, 0, 0, 0, 18, 0, 0]"
287,"[1, 0, 3, 0, 0, 6, 7, 8, 0, 10, 0, 0, 0, 14, 0, 0, 0, 18, 0, 0]"
288,"[0, 2, 0, 0, 0, 6, 0, 8, 0, 0, 0, 12, 0, 0, 0, 0, 0, 18, 0, 0]"
289,"[0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 12, 0, 14, 0, 0, 17, 18, 0, 20]"
290,"[1, 0, 3, 0, 5, 0, 0, 0, 9, 0, 0, 0, 0, 14, 15, 0, 0, 18, 19, 0]"
291,"[1, 0, 3, 4, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
292,"[0, 0, 0, 0, 5, 6, 7, 8, 0, 0, 11, 12, 0, 0, 15, 16, 0, 18, 0, 20]"
293,"[1, 2, 0, 4, 0, 6, 0, 0, 9, 0, 0, 0, 0, 0, 15, 0, 17, 0, 19, 0]"
294,"[0, 2, 3, 4, 5, 0, 7, 0, 9, 0, 0, 0, 13, 0, 15, 16, 0, 0, 0, 20]"
295,"[1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 12, 0, 14, 0, 0, 17, 18, 0, 0]"
296,"[0, 2, 0, 4, 0, 6, 7, 8, 0, 10, 11, 12, 13, 0, 0, 16, 17, 18, 0, 20]"
297,"[1, 0, 0, 0, 0, 6, 0, 0, 0, 10, 11, 12, 0, 0, 0, 0, 0, 0, 19, 0]"
298,"[0, 2, 0, 4, 0, 0, 7, 8, 0, 10, 11, 0, 0, 14, 0, 16, 17, 0, 0, 0]"
299,"[0, 2, 0, 0, 5, 0, 7, 0, 9, 10, 11, 0, 13, 0, 0, 16, 17, 0, 19, 0]"
300,"[1, 0, 0, 0, 5, 6, 7, 0, 0, 0, 0, 12, 0, 0, 15, 0, 0, 0, 0, 20]"
301,"[1, 2, 3, 0, 5, 0, 7, 0, 0, 10, 11, 12, 0, 0, 0, 0, 0, 18, 19, 20]"
302,"[1, 2, 3, 4, 5, 0, 0, 0, 0, 0, 11, 0, 0, 14, 0, 16, 17, 0, 0, 20]"
303,"[0, 0, 3, 4, 5, 0, 0, 0, 9, 0, 0, 12, 13, 14, 0, 16, 17, 18, 0, 0]"
304,"[1, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0, 0, 13, 0, 0, 0, 0, 18, 19, 20]"
305,"[0, 2, 0, 0, 0, 0, 7, 8, 0, 10, 0, 0, 13, 14, 0, 0, 17, 0, 0, 20]"
306,"[0, 2, 0, 4, 0, 0, 7, 0, 0, 10, 11, 12, 0, 0, 15, 0, 0, 0, 19, 0]"
307,"[0, 0, 3, 0, 0, 0, 0, 0, 9, 0, 0, 12, 0, 0, 15, 0, 0, 18, 0, 0]"
308,"[1, 0, 0, 4, 0, 0, 0, 8, 9, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 20]"
309,"[0, 0, 0, 0, 0, 0, 0, 8, 9, 10, 11, 0, 13, 14, 0, 16, 0, 0, 19, 0]"
310,"[1, 2, 3, 4, 0, 0, 7, 0, 0, 10, 0, 12, 0, 14, 15, 0, 0, 18, 0, 20]"
311,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 14, 15, 0, 0, 18, 0, 0]"
312,"[0, 0, 3, 0, 0, 6, 0, 8, 0, 10, 0, 0, 0, 14, 15, 16, 0, 0, 0, 0]"
313,"[0, 2, 0, 4, 0, 6, 7, 8, 0, 10, 0, 0, 13, 14, 0, 0, 17, 0, 0, 0]"
314,"[0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 14, 15, 0, 17, 18, 0, 20]"
315,"[1, 0, 3, 0, 0, 0, 0, 8, 9, 0, 0, 0, 0, 0, 15, 0, 17, 0, 19, 20]"
316,"[1, 2, 3, 4, 0, 6, 0, 8, 9, 0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
317,"[0, 0, 0, 0, 5, 0, 7, 8, 0, 0, 11, 12, 13, 0, 15, 16, 0, 0, 0, 20]"
318,"[1, 2, 3, 4, 0, 0, 0, 0, 0, 10, 11, 0, 0, 14, 15, 0, 0, 18, 0, 20]"
319,"[0, 2, 0, 4, 0, 0, 7, 0, 0, 0, 11, 0, 0, 0, 15, 16, 0, 0, 0, 20]"
320,"[0, 2, 0, 4, 5, 0, 0, 0, 9, 0, 0, 12, 13, 0, 0, 0, 0, 0, 0, 0]"
321,"[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 11, 12, 13, 0, 0, 0, 0, 0, 0, 20]"
322,"[0, 0, 3, 4, 0, 6, 7, 8, 9, 0, 0, 12, 13, 14, 0, 0, 17, 0, 0, 0]"
323,"[0, 0, 0, 0, 5, 0, 7, 0, 9, 0, 11, 12, 13, 0, 15, 0, 17, 18, 0, 0]"
324,"[1, 0, 3, 0, 5, 6, 0, 0, 0, 0, 11, 12, 0, 0, 0, 16, 17, 18, 0, 0]"
325,"[1, 2, 3, 0, 0, 6, 0, 0, 0, 0, 11, 12, 13, 0, 0, 0, 17, 0, 0, 20]"
326,"[0, 0, 3, 4, 5, 6, 7, 0, 9, 0, 11, 0, 0, 0, 0, 16, 0, 0, 0, 0]"
327,"[0, 0, 0, 4, 5, 6, 0, 8, 0, 0, 11, 0, 0, 0, 15, 0, 0, 0, 0, 0]"
328,"[0, 2, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 16, 0, 18, 0, 0]"
329,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 14, 0, 16, 0, 18, 0, 20]"
330,"[1, 2, 3, 4, 0, 6, 7, 0, 0, 0, 11, 0, 13, 0, 0, 0, 0, 0, 0, 20]"
331,"[0, 0, 3, 4, 0, 0, 7, 8, 0, 0, 11, 0, 13, 14, 0, 0, 0, 0, 0, 0]"
332,"[1, 0, 0, 4, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
333,"[0, 0, 0, 0, 5, 0, 0, 8, 9, 0, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0]"
334,"[0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 19, 20]"
335,"[0, 0, 0, 0, 5, 0, 7, 8, 9, 10, 0, 0, 0, 14, 15, 16, 17, 0, 0, 0]"
336,"[0, 0, 3, 0, 5, 0, 0, 8, 0, 10, 0, 0, 0, 14, 15, 16, 17, 0, 0, 20]"
337,"[1, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 13, 0, 15, 16, 0, 0, 0, 0]"
338,"[0, 2, 3, 0, 0, 0, 0, 8, 9, 10, 11, 12, 13, 14, 0, 16, 0, 0, 19, 0]"
339,"[0, 0, 0, 0, 0, 6, 0, 8, 9, 0, 11, 0, 13, 14, 15, 0, 0, 0, 0, 20]"
340,"[1, 0, 3, 0, 5, 6, 7, 0, 9, 10, 0, 0, 13, 0, 15, 0, 0, 18, 19, 0]"
341,"[0, 2, 0, 4, 5, 0, 7, 8, 9, 0, 0, 0, 13, 0, 0, 0, 0, 18, 19, 20]"
342,"[1, 0, 0, 0, 5, 6, 7, 0, 0, 10, 0, 12, 0, 14, 0, 0, 0, 0, 0, 0]"
343,"[0, 0, 0, 4, 0, 6, 0, 8, 9, 10, 0, 12, 0, 14, 15, 0, 0, 0, 0, 0]"
344,"[0, 0, 0, 4, 0, 0, 7, 8, 0, 0, 0, 0, 13, 14, 0, 0, 17, 0, 19, 0]"
345,"[1, 0, 0, 0, 5, 0, 7, 8, 0, 10, 11, 0, 0, 0, 0, 16, 17, 0, 0, 0]"
346,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 11, 12, 0, 14, 0, 0, 0, 18, 19, 0]"
347,"[0, 2, 0, 4, 0, 0, 0, 8, 9, 0, 11, 0, 0, 0, 15, 0, 0, 0, 0, 0]"
348,"[1, 2, 0, 4, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 16, 17, 18, 19, 0]"
349,"[0, 0, 3, 4, 5, 0, 7, 0, 9, 0, 0, 12, 0, 14, 0, 0, 17, 0, 0, 20]"
350,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 12, 13, 0, 15, 0, 0, 0, 19, 0]"
351,"[0, 2, 0, 4, 0, 6, 0, 8, 9, 0, 0, 0, 0, 14, 15, 0, 17, 18, 0, 20]"
352,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 11, 12, 0, 0, 0, 16, 0, 18, 19, 20]"
353,"[0, 0, 3, 4, 5, 0, 0, 0, 9, 0, 0, 0, 0, 0, 15, 16, 0, 0, 0, 20]"
354,"[0, 2, 0, 0, 5, 6, 0, 0, 0, 0, 0, 12, 0, 14, 0, 0, 0, 0, 19, 20]"
355,"[0, 2, 3, 4, 5, 6, 0, 0, 9, 10, 11, 0, 13, 14, 0, 16, 17, 0, 19, 20]"
356,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 16, 0, 18, 19, 20]"
357,"[0, 0, 0, 0, 5, 6, 0, 0, 0, 10, 0, 12, 0, 14, 15, 0, 17, 18, 0, 20]"
358,"[1, 0, 0, 0, 0, 0, 0, 8, 9, 10, 0, 12, 13, 0, 0, 0, 0, 0, 0, 0]"
359,"[1, 0, 3, 0, 0, 6, 7, 0, 0, 0, 0, 0, 13, 0, 15, 16, 0, 0, 0, 20]"
360,"[1, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 19, 0]"
361,"[0, 2, 0, 0, 0, 6, 0, 0, 0, 10, 11, 0, 0, 14, 0, 0, 0, 0, 0, 0]"
362,"[0, 2, 3, 4, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]"
363,"[0, 0, 0, 0, 0, 0, 7, 0, 9, 10, 0, 0, 0, 0, 15, 0, 0, 0, 0, 20]"
364,"[0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 14, 15, 0, 17, 18, 0, 20]"
365,"[1, 0, 0, 0, 5, 0, 0, 8, 9, 10, 0, 0, 13, 0, 15, 16, 17, 18, 0, 20]"
366,"[0, 2, 3, 0, 0, 6, 0, 8, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 19, 0]"
367,"[0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 11, 0, 13, 14, 0, 0, 17, 18, 0, 20]"
368,"[0, 0, 0, 4, 5, 0, 0, 0, 0, 10, 11, 0, 13, 14, 0, 0, 17, 0, 19, 0]"
369,"[0, 2, 0, 0, 0, 0, 0, 8, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]"
370,"[1, 0, 3, 4, 0, 0, 0, 8, 0, 0, 0, 12, 13, 0, 15, 0, 17, 0, 19, 20]"
371,"[0, 0, 3, 0, 0, 6, 0, 0, 0, 10, 11, 12, 0, 14, 0, 0, 17, 0, 0, 0]"
372,"[1, 0, 0, 0, 5, 0, 0, 0, 9, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0]"
373,"[0, 2, 3, 4, 5, 0, 0, 8, 9, 0, 0, 12, 0, 14, 0, 16, 17, 18, 0, 0]"
374,"[1, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 0, 0, 0, 0, 0, 17, 0, 0, 0]"
375,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 10, 11, 0, 13, 14, 15, 16, 0, 0, 19, 20]"
376,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 10, 0, 0, 0, 14, 0, 0, 0, 18, 0, 20]"
377,"[1, 0, 0, 0, 5, 0, 7, 8, 0, 10, 11, 12, 13, 0, 0, 16, 0, 0, 0, 0]"
378,"[1, 2, 0, 4, 5, 0, 0, 0, 0, 0, 11, 0, 0, 14, 0, 16, 0, 0, 0, 0]"
379,"[0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 11, 12, 0, 0, 0, 16, 0, 0, 0, 20]"
380,"[1, 0, 3, 0, 5, 6, 7, 0, 0, 0, 11, 12, 13, 14, 15, 0, 0, 18, 0, 0]"
381,"[1, 2, 3, 0, 0, 0, 7, 8, 0, 0, 11, 12, 0, 14, 15, 0, 0, 18, 19, 0]"
382,"[0, 2, 0, 0, 0, 6, 7, 0, 9, 0, 0, 0, 13, 0, 0, 16, 0, 18, 19, 20]"
383,"[0, 0, 3, 4, 5, 0, 7, 0, 0, 0, 0, 0, 13, 0, 15, 16, 0, 0, 0, 20]"
384,"[0, 2, 0, 0, 0, 6, 7, 0, 0, 0, 0, 0, 0, 0, 15, 0, 17, 18, 19, 0]"
385,"[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 16, 17, 0, 0, 0]"
386,"[0, 2, 0, 4, 0, 0, 0, 8, 9, 10, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
387,"[1, 2, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 13, 14, 15, 0, 0, 0, 0, 20]"
388,"[0, 2, 3, 0, 0, 0, 0, 8, 0, 10, 11, 0, 0, 0, 15, 0, 17, 18, 19, 0]"
389,"[0, 2, 0, 0, 5, 6, 0, 8, 9, 0, 0, 0, 13, 14, 15, 0, 0, 18, 0, 20]"
390,"[0, 0, 0, 0, 0, 6, 0, 8, 0, 10, 0, 0, 13, 14, 15, 16, 17, 0, 0, 0]"
391,"[0, 2, 0, 0, 5, 6, 7, 8, 9, 0, 0, 12, 0, 14, 0, 0, 0, 0, 0, 20]"
392,"[1, 0, 0, 4, 0, 6, 7, 0, 0, 0, 0, 0, 13, 14, 0, 16, 0, 18, 19, 0]"
393,"[0, 0, 3, 0, 0, 6, 0, 0, 9, 0, 0, 0, 13, 0, 15, 0, 0, 0, 0, 0]"
394,"[0, 2, 3, 4, 0, 6, 0, 0, 0, 0, 0, 0, 13, 0, 0, 16, 17, 18, 19, 20]"
395,"[1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 16, 17, 18, 0, 0]"
396,"[0, 2, 3, 0, 0, 6, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
397,"[1, 2, 0, 0, 0, 0, 0, 8, 0, 10, 0, 12, 0, 14, 0, 0, 0, 0, 0, 20]"
398,"[0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 17, 0, 0, 20]"
399,"[0, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 0, 0, 14, 0, 0, 0, 18, 0, 0]"
400,"[0, 2, 0, 4, 5, 0, 7, 8, 0, 0, 0, 0, 0, 0, 15, 0, 17, 0, 19, 0]"
401,"[1, 0, 3, 4, 0, 6, 0, 8, 0, 0, 11, 0, 0, 0, 0, 0, 0, 18, 19, 0]"
402,"[1, 0, 3, 4, 0, 0, 0, 0, 9, 0, 11, 0, 0, 0, 0, 0, 17, 18, 0, 0]"
403,"[0, 0, 0, 0, 0, 0, 0, 8, 9, 0, 11, 0, 0, 0, 0, 0, 17, 0, 0, 0]"
404,"[0, 2, 3, 0, 0, 0, 7, 8, 0, 10, 11, 12, 0, 0, 15, 0, 0, 0, 0, 20]"
405,"[0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0]"
406,"[1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0]"
407,"[0, 2, 0, 4, 0, 6, 0, 0, 0, 10, 11, 0, 13, 0, 0, 0, 17, 0, 0, 20]"
408,"[1, 2, 0, 4, 5, 0, 0, 0, 0, 10, 0, 12, 0, 0, 15, 0, 0, 18, 0, 20]"
409,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 10, 11, 12, 13, 14, 0, 0, 0, 0, 0, 0]"
410,"[0, 0, 0, 0, 0, 6, 0, 8, 9, 10, 11, 12, 0, 0, 0, 16, 0, 0, 19, 20]"
411,"[1, 0, 3, 0, 5, 0, 7, 8, 0, 0, 0, 0, 0, 0, 15, 0, 17, 0, 19, 20]"
412,"[0, 0, 3, 4, 0, 6, 7, 0, 0, 0, 11, 0, 0, 0, 15, 0, 0, 18, 0, 20]"
413,"[0, 2, 3, 0, 5, 6, 7, 8, 0, 10, 11, 0, 13, 0, 0, 16, 0, 0, 19, 0]"
414,"[0, 0, 0, 4, 0, 0, 7, 0, 9, 0, 0, 0, 13, 0, 0, 0, 17, 18, 0, 0]"
415,"[1, 2, 0, 0, 0, 6, 7, 0, 0, 0, 0, 12, 0, 14, 15, 0, 17, 0, 0, 0]"
416,"[0, 0, 0, 4, 0, 0, 7, 8, 0, 10, 11, 0, 0, 0, 0, 0, 0, 18, 19, 0]"
417,"[0, 2, 0, 4, 5, 6, 0, 0, 9, 0, 11, 12, 0, 0, 0, 0, 17, 18, 0, 0]"
418,"[1, 0, 3, 0, 5, 6, 7, 8, 9, 0, 11, 0, 0, 14, 15, 16, 0, 18, 0, 0]"
419,"[0, 0, 3, 0, 0, 6, 7, 8, 9, 10, 11, 12, 0, 0, 15, 16, 17, 18, 0, 0]"
420,"[0, 2, 0, 0, 5, 0, 0, 0, 0, 10, 0, 12, 13, 0, 0, 0, 17, 0, 0, 0]"
421,"[0, 0, 3, 0, 0, 6, 0, 8, 0, 10, 0, 0, 0, 0, 15, 0, 17, 0, 0, 0]"
422,"[0, 0, 0, 4, 5, 6, 0, 0, 0, 10, 11, 0, 13, 0, 0, 16, 17, 0, 0, 20]"
423,"[0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 14, 15, 0, 0, 18, 0, 0]"
424,"[1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 11, 12, 13, 0, 0, 0, 0, 0, 19, 20]"
425,"[1, 0, 0, 0, 5, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 17, 18, 19, 0]"
426,"[1, 0, 0, 0, 0, 0, 7, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
427,"[1, 2, 3, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 14, 15, 0, 0, 18, 19, 0]"
428,"[0, 2, 3, 0, 0, 0, 7, 0, 9, 0, 11, 0, 0, 0, 15, 0, 0, 18, 19, 0]"
429,"[1, 2, 0, 0, 0, 0, 0, 8, 9, 10, 11, 12, 0, 14, 0, 0, 17, 0, 0, 0]"
430,"[0, 2, 0, 4, 5, 6, 0, 8, 0, 0, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0]"
